,id,comment,contents
991,  약후,미니 포지션때문에 그런가.. 왜 8플러스 폼팩터로 SE플러스 모델이 안나오는지... 궁금하네..,THE EDIT
992,  Damian365,저는 갤럭시 S10에서 아이폰 SE3로 바꾸기로 했는데 오랜만에 다시 아이폰을 쓸 생각에 너무 설레네요 ㅎㅎ,THE EDIT
993,  Chiki Cho,태평양급 베젤은 보기만 해도 킹받네요..기존 풀화면에 익숙해진 사람들은 못쓸 것 같습니다,THE EDIT
994,  볌미,아이폰12미니 배터리 성능 너무 쓰레기라서 1년4개월째 쓰는데 성능83%에요 핸드폰으로 많은걸 하는 저로써는 이번에 나온 아이폰13프로 그린컬러로 바꾸고 나니 진짜 신세계에용ㅋㅋㅋㅋ 배터리부분은 말할것도 옶고 만족합니다!!,THE EDIT
995,  상메이,역시비교맛집!!,THE EDIT
996,  박용태,12미니 공짜로도 풀리던데 요금제 따져보고 하면 가성비 극강 되지 않을까요?? 솔직히 미니는 자급제 별로 매력이 없는거ㅜ같아요,THE EDIT
997,  Cassis B.,SE2도 후기모델은 충전기가 빠진 작은 박스로 나오지 않았나용?,THE EDIT
998,  포롱,이거보니까 더 고민되여!!!!!  둥근디자인에 카메라1개라서 맘에드는데... 미모지 못쓰는게 또아쉽고 으아아아아 영상은 어차피 아이패드로 보니까 상관없고.... 애플짱남,THE EDIT
999,  뭐하누?,작은 화면이 아쉽긴 하지만 학생이나 자녀들 폰이나 서브폰으로는 이만한게 없을듯 하네요,THE EDIT
1000,  AlasKo,ios업데이트를 3세대의 장점으로 내세우기에는 여전히 6s도 ios15대상,THE EDIT
1001,  더글라스 모더빌,"SE3와 12미니중 고민하다가 폼펙터 보고 바로 12미니를 샀습니다. 페이스아이디 지원하는 60만원대 se3로 나왔음, se 샀을 수도 있습니다.다한증 있는 사람으로써 애플의 지문인식은 정말 사악할 정도입니다. 그만한 기술력으로 왜 스크린 지문인식을 안 만들고 아직도 홈버튼을 우려먹는지..지금 가지고 있는 아이패드 미니6의 지문인식도 가끔씩 안되기 때문에 망설임 없이 12미니로 바꿨습니다. 아이폰8쓰던 시절에, 전날밤 다한증 약을 바르고 잤는데 아침에 지문인식이 안 되는건 정말 충격이었습니다. 그날 XR로 바꿨죠. 홈버튼과 지문인식을 선호하시는 분은 제 경우와는 많이 다르긴 할텐데 애플의 지문인식은 특히 이물질에 아주 약한 편이라는 것을 참고 바랍니다.그리고 12이후부터 마스크 인식이 지원됩니다. 코시국 때문에 지문인식을 선호 하신 분도 많아지신 것 같은데 12이후 모델 살거면 이젠 그런 불편함도 없습니다. 기존에 애플워치로 간접적인 마스크인식이 아닌, 폰 자체의 마스크 인식이 되서 정말 편합니다.",THE EDIT
1002,  차정현,홈버튼 때문에 13프맥에서 갈아 탔습니다. 아이폰se3 + 아이패드프로4세대 12.9인치 + m1맥북 조합이다보니 문제 없더라고요,THE EDIT
1003,  theblueneko,아이폰se3 진동이 se2와 비슷할지 아님 더 강할지 궁금하네요.  se2로 알람시 진동으로 했을 경우 진동이 약해서 그런지 알람이 울린줄도 모르고 늦잠을 자게 되서 지각 출근 할뻔 했네요 ㅜㅜ,THE EDIT
1004,  누룽지,애플 공간음향이 없다고 하셨는데 스피커에만 없는거 맞나요? 에어팟 공간음향 기능은 그대로인지 궁금합니다,THE EDIT
1005,  하현,그린은 11 그린이죠! 왠지 찬밥신세인 11.. 12라는 완성형 이전의 느낌이라 그런지 xr이랑 거의 비슷해서 그런지 ㅜㅜ,THE EDIT
1006,  denis Row,다음 se가 xr이나 미니 기반으로 나오면..그게 좋을것 같아요,THE EDIT
1007,  김결이,아이폰8플러스 사용중인데 홈버튼이 좋아서 se랑 14존버  둘중 엄청 고민했는뎁 영상보도 14마져 존버하려고요 ㅋㅋㅋ 좋은영상 감사요~,THE EDIT
1008,  가비127,14:10 와우. 화면비율 비교샷.. 도움 많이 됬습니다!!,THE EDIT
1009,  star_like_,한결같은 디자인....ㅎㅎㅎㅎㅎ 그치만 땡기는(?!),THE EDIT
1010,  정현우,"인터넷으로 사면 128 13미니 7,80만원대에 구입가능하니 se3보다는 나은거 같아요",THE EDIT
1011,  판다곰,배터리 몇시간 늘리는 법 유튜브나 영상볼때 웹서핑등 하기전 저전력모드 켠다 글고 화면대신 스피커 향상으로 가격대 최강 음질이래여ㅎㅎ글고 지문 왼손 새끼손가락도 같이 추가해서 결제할때 오른손 안써도되고 폰이 작아서 왼손 엄지로 뒤로가기 할수잇고 홈버튼은 뒤통수 이중탭 앱전환은 삼중탭 즉 한손 조작이 가능ㅎㅎ,THE EDIT
1012,  hyuk,se4세대 존버한다.. 그때는 x나xr 시리즈로 해줄거라고 믿고 있습니다 ㅜㅜ,THE EDIT
1013,  신재림,아이폰 8을 계속 쓰다가 13미니랑 se3을 고민하던 사람인데 어떻게 제가 하던 고민.생각 다 얘기를 하실까요…ㅠ 마지막에 미니를 마음에 품고있는데 se사면 후회할 수 있다는 말이 젤 와닿았어요 se사전예약 전에 매장에서 미니보고 반한 상태긴 했거든요…ㅠ,THE EDIT
1014,  Flo,인터넷에서는 SE 이쁘다 사고싶다 이런 말 많아보이지만 판매수량 보면 현저히 낮죠... 다들 말만 그렇게 하고 최신형을 사게 되는 ㅎㅎ,THE EDIT
1015,  유카나,애초에 카메라 잘 안쓰는 사람한테 게임 좋아하는 사람한테 최고 나같은 경우 게임만하고 사진은 리뷰이벤트에 쓰는용 말고는 사진 찍을일 아에 없어서 너무 좋음,THE EDIT
1016,  Francisco Lee,차라리 제작비가 적게드는 5c폼펙터(프라스틱 사출성형 프레임)를 재활용하고 화면은 홈버튼 없이 베젤리스....는 무리겠지만 Xs정도의 베젤로 꽉찬 화면 넣어주고 했으면 좋겠음. 배터리가 너무 작아서 무리인가....ㅠㅠ 8폼팩터도 나쁘진 않지만 딱히 매리트가 없엉....,THE EDIT
1017,  수아Suah,에디터H님의 애플 시리즈는 권피디님이 주로 편집하셔서 웃으신거 아닐까요?권피디가 웃은 이유: 다음 영상도 편집하실 생각에 너무 신나서!!😂,THE EDIT
1018,  신이,아이폰13미니랑 se3랑 고민중인데 128기가 기준 29만원차이 정도면 갈아탈까했는데 에플케어 플러스 까지하니37만원 이 차이가 나서 그냥 se3로 갔네요...,THE EDIT
1019,  Yui Yui,아이폰6-6s-7-8-xr-se2-se3 사용하는 사람인데 xr빼고 다 똑같이 생겼어요ㅋㅋㅋㅋㅋ칩셋만 업그레이드 하는...ㅎoled에 길들여지지 않은 눈이라 lcd가 익숙하고 홈버튼이 너무 좋은 저는 광활한 베젤을 이겨냅니다.,THE EDIT
1020,  Marty Choi,여윽시!! 고모의 설명은 정말 깔끔 하네요 좋은 정리 감사해요!!! 울 고모 짱!!!,THE EDIT
1021,  누구쎄용,13미니 쓰다가 맘에 안 드시면 중고로 파시고 그 돈으로 se3 사시면 되지 않을까요? 그런 의미로 전 se3 보단 13미니 추천합니다,THE EDIT
1022,  류경목,13미니 자급제 할인가 생각하면 se 128기가 이상 사기가 아깝죠,THE EDIT
1023,  ryu sam,아반떼N 오우너로서 마개조적인 SE3의 상품성! 참을 수 없네요,THE EDIT
1024,  JayKim,아이폰11프로 사용 중인데 카메라 기능 거의 안쓰고 때때로 페이스아이디 불만족이고 무엇보다 디스플레이 차이때문에 고민이네요,THE EDIT
1025,  김정훈,핸드폰 유튜버 분들 버금가게  100가지 이상 써보면서  느낀점은. 다운 그레이드는 절대 하지마시고. 중고로 사도.프리미엄급 을 사시라는거.   3개월을 못 쓰고 폰을 바꿨는데.갤럭시알파 이후로 처음으로  아이폰12미니를 1년넘게 쓰고있네요.,THE EDIT
1026,  ㅁㅇㄹㄹ,개인적으로 카메라 하나인거 너무 좋은데,THE EDIT
1027,  Sungjun Oh,Oled로 눈피로가 심한 저에겐.... 괜찮은 대안이 생겨서 너무 좋아요!,THE EDIT
1028,  IMNEW,아이폰 xr 128gb 사용 중이고 se 3세대 구입 고민 중이었는데 영상 마지막 부분에서 13 mini로 설득당해버렸네요 ㅋㅋㅋ,THE EDIT
1029,  seonmin Bak,냉정한 추천 👍🏻,THE EDIT
1030,  Asrockrock,너무 좋네요 비교!!!!,THE EDIT
1031,  IMYMEMINE,이런게 진짜 Fan Edition인듯..,THE EDIT
1032,  주야,02:00 사실상 저 디자인은 아이폰6부터 시작 되었으니 2014년이 맞죠. 8년을 우려먹은 디자인,THE EDIT
1033,  신맨정,"미니나 se라인 쓰시던 분들은 상관없겠지만, 작은 사이즈 폼팩터 고르실때, 문자 오타 꽤 납니다. 손 크신분들은 타이핑 한번 해보시는거 추천해봅니다.",THE EDIT
1034,  노이안,왜 13미니보다 se3이 더 끌리는거 같지... 귀엽고 친숙해서 그런가,THE EDIT
1035,  keunsik,미니충으로써 너무 재밌는영상ㅋㅋㅋㅋㅋㅋㅋㅋ,THE EDIT
1036,  손민혁,"X, 12, 13.... 저 11쓰고있는데 이것만 빼고 다 비교해주셧네요... se3랑 비교 부탁드려요!!",THE EDIT
1037,  프라그먼트,사실 se1으로 폼펙터로 만들었어도 뽐뿌 왔을것 같네요,THE EDIT
1038,  Miyoung Choi,"크리에이터분들 아니면 오버스펙 카메라는 필요없죠. SE3 4일째 사용중이고 필요없는 네트워크 검색 및 사용이나 위치추적 끄고 사용중인데 배터리 아주 넉넉합니다. 확실히 아쉬운건 디스플레이 픽셀 ‘밀도’입니다. 유툽이나 보고 문자하고 브라우징 용도로 주로 쓰는데, 픽셀이 눈에 보입니다.",THE EDIT
1039,  10연두,아이폰13미니 시킴... 영상 뜨기 전부터 스펙 비교를 열심히 해본 결과 se존버했지만 진짜 그냥 자재떨이수준의 스펙이라서 저돈 주고 사면 아까워요 3-40만원대면 몰라 ㅋ,THE EDIT
1040,  Aptitude7,야간모드 없는건 리얼.....갈 이유가 없기는 함,THE EDIT
1041,  계엄사령관김종원,6s의 그 엄청나게 구린 배터리타임을 생각하면 4.7인치 아이폰은 무서워서 못사겠네요..ㅋㅋㅋ,THE EDIT
1042,  삐욥,ㄹㅇ 가격때문에 7 -> se3 가려했는데 더 쓰고 나중에 14사겠습니다…:),THE EDIT
1043,  SumerTV(슈머TV),아이폰SE3 vs 갤럭시A73 가성비비교가 기대되는 1인입니더..,THE EDIT
1044,  ᄋᄋᄋ,"저는 갤 사용자고 갤탭 s7fe와 S20U, S10e, LG G3를 가지고 있는데요G3 LCD도 좋아요 요즘 G3자주 만지고 노는중아이폰 미니에서 LCD인 SE로 넘어가는데 있어 LCD땜에 고민할 수준은 아니라 보네요어차피 화면도 작아서리...",THE EDIT
1045,  LEEDAQ,아무리 그래도 작은화면은 미친선택;;,THE EDIT
1046,  파랑,화면이 엄청 크리티컬하긴 하죠..ㅎ,THE EDIT
1047,  준식이ᅳ송정주tv찐팬,업무용 세컨폰으로는 괜찮을거 같은데요 저는 12 미니 쓰는데 아침에 만충해서 퇴근에 들어오면 배터리가 거의 없어서 se3 살까 고민중입니다.,THE EDIT
1048,  엘,중고기기에 민감하지 않다면이번 se3보단 12 또는 12미니 사는게 정답..,THE EDIT
1049,  룰루,Touch ID 때문에 사고싶다...  그런데 가격보고 고민중,THE EDIT
1050,  닉네임없는남자 nonicknameguy🅥,잇섭님도 재밌지만 요기도 재밌네요!,THE EDIT
1051,  이름,다운그레이드만큼은 진짜 말리고 싶다..듀얼카메라 se가 나올 때 까지 11로 존버합니다 se2쓰다 카메라땜에 개빡쳐서 11로 도망침,THE EDIT
1052,  sukcho jun,가격도 가격인데 m탈 없는 se3는 진리입니다거기다 성능까지,THE EDIT
1053,  그 많던 싱아는 누가 다 먹었을까,감성 하나보고 se3세대 선택하면 큰코다칠걸요? 소비는 이성으로해야 후회가없습니다ㅎㅎ,THE EDIT
1054,  권씨구,12미니랑 se3 스피커는 어느쪽이 더 좋을까요.. 서브폰으로 하나 쓰려는데.. 12 퍼플을 아직도 포기 못하는 사람…. 애플 진짜 패고싶어요.. 퍼플을 같이 내줬으면 내가 이런 고민 안하지… 스그를 사니까 3개월후에 퍼플이 나오내……..아흐 진짜…..,THE EDIT
1055,  닉넴머한,아이폰 11사용자는 어떻게 해야할까요? se3세대로 가야할지 14를 기다려야할지..고민입니다 !,THE EDIT
1056,  홍차,아이폰SE는 아이폰 11 디자인이 될 때까지 대기 탑니다,THE EDIT
1057,  우동TV,옆집 누구는 13프맥이랑 비교질을 하던데. 여기는 그래도 전작이랑 비교하니까 좀 정상적인거 같다.,THE EDIT
1058,  김예찬,지금 아이폰 12프로 쓰는데 손목이 조금씩 아파와서 미니를 가려고 14를 기다렸더니 14는 미니가 나오지 않은다고 해서 순간 se3으로 갈까 고민하다가 미니보다 작은 화면은 용납이 안되어 포기 ㅠ 14미니 만들어줘요 ㅠㅠ,THE EDIT
1059,  ㅁㅈ,"매년 새로운 아이폰을 사고있는데 개인적으로 각진 디자인이 별로에요 그리고 , 13프로 맥스는 좋지만, 너무나 무거워요.",THE EDIT
1060,  Jason,카메라 성능은 SE2나 SE3나 별 차이 안나네요. 확대해봐야 차이가 조금 있는 정도.,THE EDIT
1061,  디그니타스,홈버튼 있음 편해용 서브폰으론 정말 좋긴해요. 노트쓰다가 손목아파서 se2왔었는데 메인으로 쓰고있어용. 폰겜안하게되도 노래.카톡.이북.웹검색 이정도면 쓰신다면 하루는 충분하실듯,THE EDIT
1062,  이재준,5분전 ㅋㅋ 사실 2랑 폼팩터가 같으니까 그닥 차이점은 없을거같습니다,THE EDIT
1063,  앙기모띵,120프레임 적응했는데 13미니가면 어색하지 않을까요,THE EDIT
1064,  Amor You,저는 13 미니랑 비교해 보고 싶어요,THE EDIT
1065,  정태영,"저도 SE3, 12미니, 13미니 고민하다가 그냥 13미니로 갔습니다. 잘 참고했습니다.",THE EDIT
1066,  헤이,"아이폰12미니를 매우 만족하며 쓰고 있습니다!일단 미니 한번 써봐봐,, 강추강추",THE EDIT
1067,  trevys chao,효자손 리뷰 짱짱맨,THE EDIT
1068,  LMyH,근데 12mini랑 영상켯을 때 디스플레이 차이가 크게 안난다;; mini가 단종되는 이유가 있는듯.. 왠지 이러다 다음 se4는 mini폼팩터 쓰는거 아니야..?;;,THE EDIT
1069,  비둘기,아이폰SE 디스플레이가 LCD 였다는게 쇼킹이네요;;걍 용량도 그렇고 미니 사는게 나을듯,THE EDIT
1070,  alacpal 8,현재 12미니에서 se3 갈아타는 거 고민 중인 사람입니다.12미니 쓰다  se로 갈아탈까 고민하는 사람이 많은 이유는 12 나오기 전 se 존버하다가 12가 각진 디자인으로 나와서 12미니를 산 사람이 많지않나 싶어요!미니 쓰다가 홈버튼이 다시 그리워져서 그런 거 아닐까요!일단 전 그래요 ㅎㅎ,THE EDIT
1071,  앨터페이퍼,XR 쓰는데 14 나오는거 보고 별로면 se3로 넘어가야겠습니다..  펀치홀 120hz typeC 원합니다… ㅠ,THE EDIT
1072,  안나은,현재 아이폰8을 쓰고있는데 13미니를 살까요 se3를 살까요 14를 기다릴까요.일단 전 무조건 작은 화면을 선호합니다 한손으로 핸드폰을 사용해야하는 경우가 많아서 크면 불편하더라구요. 여태까지 계속 홈버튼있는 핸드폰만 써 왔는데 13을 살 경우 사용시에 불편함을 느낄까요?,THE EDIT
1073,  명구죠,아이폰11 256기가 74만원vs 아이폰13 128기가 1078000원 2중에 뭐가 나아보여요?,THE EDIT
1074,  테너뮤직,"초등학생, 중학생 학부모들이 아이들  폰으로는 나쁘지 않을듯",THE EDIT
1075,  시진핑두루미,갤럭시에 스타라이트 색상이 있었으면오래쓴 투명케이스처럼 누리끼리한 빈티지 컬러였을듯,THE EDIT
1076,  Fno Jang,팀쿡이 멍청한게 se3에 usb-c타입 넣어준 것만으로도 안드에서 갈아타길 원하는 사람들 흡수하고 a15와 함께 엄청난 차별화와 판매를 이뤘을텐데.. 유럽때메 어차피 넣을꺼 지금이 딱 적기였다 삼성gos 이슈때메 지금 갈아타고 싶은 사람 더 많아졌는데,THE EDIT
1077,  SK J,아이폰 8 플러스 -> se 3세대 넘어가는건 어떤가요?,THE EDIT
1078,  박경민,아무리 봐도 아이폰 12 나올 때 산 사람이 승자,THE EDIT
1079,  쿠키monster,맥세이프 충전기를 산 터라 그것만이라도 지원해줬으면 좋았을텐데 아쉽네요ㅠㅠ,THE EDIT
1080,  채이,se나 mini나 물리적인 배터리 양이 작아서 배터리를 자주 충전하기 때문에 보조배터리는 필수 입니당.  배터리 효율도 정말 빨리 떨어집니당..ㅠㅠ,THE EDIT
1081,  CIA,갤럭시 쓰는데 아이폰14 나올 때 까지 기다리려고 합니다 ㅎㅎ,THE EDIT
1082,  나아아아,아이폰13일반 쓰는 중인데 홈버튼 하나로 se3으로 갑니다.. ㅋㅋㅋㅋ 홈버튼에 대한 그리움 하나가 모든 고민을 이기네요,THE EDIT
1083,  국수,Xr이라서 갈아탈까 고민했는데 텐알 배터리를 포기할 수가 없네요..ㅜ,THE EDIT
1084,  HYUN E,이 시대에 4.7인치는 아무리 생각해도 미친짓입니다,THE EDIT
1085,  윤써니쩌니,두개나란히보니까 투명케이스처럼 뒷판이 se2오래써서 누래지면 se3되는거 같아욬ㅋ⫬ㅋ⫬,THE EDIT
1086,  ᄋᄋ,13 미니가 작은 아이폰 시리즈중 진짜 마스터피스급임,THE EDIT
1087,  게오르게 존 카친스키,22년도에… 홈버튼?!아 내가 SE3 사전예약자다!!!,THE EDIT
1088,  분꽃,se3 늦게 나올 줄 알고 13 미니 질렀는데 13 미니 사길 잘했네요 ..,THE EDIT
1089,  귀신,"아이폰 se3 받고, 흔들어보세요.1. 카메라쪽에서 부품 흔들리는 소리 들리나요.2. 카메라 어플 구동시 ""찍""하는 소리가 들리나요.3. 유튭및 다른 영상 시청시 볼륨 업.다운 스위치 눌러보면서, 화면에 표시되는 업.다운 표시 끝부분이 흔들리는지.4. 그냥 판매하는 일반 충전기로 충전시 어느 순간에 폰 하단 쪽에서 스파크 터지는 소리가 나는지.5. 가끔씩 터치 불량이 있는지. (지문인식 포함)1월에 구입한 se2 사용중 겪고있는 일들 입니다. 이중 2.3.4.5 가 발생되고 있다면,빨리 환불 처리하세요.",THE EDIT
1090,  지윤,se2 사용자인데 se3이랑 성능 빼곤 차이가 없다고 해서 리뷰?를 드리자면..ㅋㅋㅋㅋㅋ 생각외로 좋은폰은 아니에요ㅠㅠㅠ 저는 화면이 이렇게 작은줄 몰랐어요.. 성능은 모르고 배터리는 se2기준으로 엄청 빨리 닳아요ㅠㅠ 혹시나 화면을 큰걸 사용하고계신데 se3으로 갈아타실분들은 정말 비추입니다ㅠㅠ 화면이 너무 작아서 손이 크신분들이나 화면을 큰걸 좋아하시는 분들은 추천드리지 않아요ㅠㅠ 그래도 홈버튼이 있는건 너무너무 좋답니당❤️,THE EDIT
1091,  yong woo Park,50만원 이하로 나왔으면 좋았을터인데 ... 별 메리트 없는 것 같아요 에디트님 말대로 128g 아이폰 13 mini 사는게 나은 거 같아요,THE EDIT
1092,  하림,이번에 처음 애플 쓰는 학생인데 se3 기다렸어요😭😭,THE EDIT
1093,  Piccololololol,트리플카메라는 솔까 사진 안찍는 사람은 상관 ㄴㄴ싱글 카매라가 더 심플해서 더 남,THE EDIT
1094,  553에서 만난 연준이,아이폰 se3 케이스 낄 때 se2케이스 껴도 될까요??그리고 삼성에서 se3로 갈아탈 때 어려움이 없을까요..?,THE EDIT
1095,  영혼 Soul,항상 좋은 컨텐츠의 영상 올려 주셔서 감사히잘 보고 있습니다. 영상 편집하시랴 업로드 하시랴고생 많으셨겠습니다저의 '좋아요'를 받아주세요!!행복한 하루 되시고 화이팅 하세용!!😍😍😍😍😍❤️❤️❤️😍😍😍😍😍,THE EDIT
1096,  크래용신짱,지금 se3로 갈아타고 유튜브보고 타자치는데요저처럼 은행 주식어플 등으로 옛날 홈버튼이 그립다면 갈아타면 되겠습니다화면작은거는 인간은 적응의 동물이라 금방 익숙해지고 불편함 없고 한손에 밑에서 위까지 다 컨트롤 되니 좋고 저는 대만족입니다애플페이만 되면 딱인디 ㅠ,THE EDIT
1097,  ㅇㅇ,성능이고 나발이고 요즘은 상향평준화되서 자기에게 맞는폰이 최고인듯 성능체감이 안됨 ㅇㅇ,THE EDIT
1098,  V 리뷰 TV,제가 아이폰 13프로를 메인으로 쓰고 있는데 서브폰을 13미니를 쓰는게 나을까요 아니면 SE3를 사는게 더 나을까요..? 너무 고민돼요 ㅠㅠ,THE EDIT
1099,  yunjae81,제가봤을땐xs 쓰시던분들이 바꾸기엔…좋아보이는데….어떤지좀 봐주세요~~,THE EDIT
1100,  H.S. SHIN,아직 그린 주문안했는데 예고를 빌미로 주문하게 하셔서 웃으신거 아닌가요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,THE EDIT
1101,  minor dinor,"와!보는눈이 이렇게 다를수가2세대,3세대 사진차이 거의 없구만,무슨 차이가 난다고 호들갑인지 모르겠네.",THE EDIT
1102,  ian,딱히 별로 하는거 없으면 괜찮은 성능인듯,THE EDIT
1103,  가담인,많은 아이티 유튜버중 최고의 설명 이욨습니다,THE EDIT
1104,  봉짱구,Se4에서는 X나 XR 기반으로 나오길🙏,THE EDIT
1105,  Mr. p,진짜 카메라 하나만더 있으면 샀을껀데ㅠ,THE EDIT
1106,  혜린,13pro에서 넘어왔더니 무게가 선녀같음요... 핸드폰은 가볍고 볼일.. ㅋㅋㅋ,THE EDIT
1107,  Rick Park,마음 속에 이걸 품고 있는데...뼈때리는 한마디네요. 그 한마디로 끝.,THE EDIT
1108,  법사마,16:45 여기에 오늘 영상의 결론이 있습니다. 잘 봤습니다 좋은 정보 감사합니다.,THE EDIT
1109,  뚜비두밥,oled lcd 체감차이 큽니다 구형폰 느낌이 많이나요 딴건 몰라도 이것땜에 저는 비추,THE EDIT
1110,  Juwan Hong,폼펙터 재고가 진짜 많았나보다...,THE EDIT
1111,  Singa,와 깔끔하다 리뷰,THE EDIT
1112,  yte.p**,다음 se 는 x 폼펙터로 나오겠지 분명 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그게 아니면 아차 판매량 저조한 미니 폼펙터로 나오던가 오지게 팔릴거같다. 장사 진짜 잘함 애플,THE EDIT
1113,  jerry Lee,아이폰se3의 구매포인트는 3가지다 1램4기가:3년이상쓸사람 2구형폼팩터:터치아이디쓰고싶은사함 3가격:자급제만써야하는사람,THE EDIT
1114,  K,se는 서브 폰이라면 구매해도 될 듯 하네요,THE EDIT
1115,  CDH,전 화면큰걸 선호하기때문에 무조건 프로맥스 ㅋㅋ,THE EDIT
1116,  M.J. Kim,카메라 결과물보고 se3은 아닌걸로 결론내렸습니다. 돈 더 써서 미니로 가야겠습니다.,THE EDIT
1117,  Hoon.s,12미니를 쓰다가 갈아타는건 진짜 무,THE EDIT
1118,  마들렌,그린... ...아직 안샀는데 다음 리뷰에 보여드린다 하니 웃으시는 거 아닐까요? ㅎㅎ,THE EDIT
1119,  김준호,12미니랑 13미니 바탕화면 정보 알수 있을까요??,THE EDIT
1120,  김혜린,12mini 쓰다가 se3로 갈아타는 가장 큰이유: 똑같은 화면인데 해상도때문에 미니는 글씨나 그림이 너무 작게보여요; 그리고 세로로만 길어진 화면때문에 은근 불편한 점이 많아요! 그리고 앞으로 페이스아이디보다 홈버튼이 유용해질거같아서 갈아탑니다요~! 그리고 야간사진은 뉴럴캠이라는 어플 구매해서 아쉬운데로 채워보려고합니당,THE EDIT
1121,  안인,전 카메라가 달려있기만하면 상관없어서 한개도 괜찮은데 화면이 아쉬움. 너무 작고 베젤도 너무 크고,THE EDIT
1122,  대퇴사랑.,두목님 불러서 아이폰공격 방어하면 잼날듯 ㄷ ㄷ,THE EDIT
1123,  설탕이,안녕하세요 권피디님이 마지막에 웃은 이유는 에디터m님이 수파이더맨 그린고블린과 닮았기 때문이에요 감사합니다.,THE EDIT
1124,  규삼이-,솔직히 후면 디자인은 se3가 압도적이다,THE EDIT
1125,  Earth,과연 애플은 색깔 장사를 언제 까지 할까?,THE EDIT
1126,  Alex Song,다 좋은데 망원렌즈가 없는 게 문제다. 사진 찍는 거 좋아하는 사람들은 알거야. 망원이 얼마나 중요한지.,THE EDIT
1127,  돼지곰돌이,16:45 솔직히 이거 정답이지요 ㅎ 역시 h님 ㅎㅎ,THE EDIT
1128,  은하,갤럭시 s20쓰다가 처음으로 아이폰 써보려고 하는데 아이폰 13 그린이랑 Se3세대랑 12프로나 12중에 고민입니다 어떤걸 써야될까요,THE EDIT
1129,  윤지연,12프로를 쓰면서 se1 이 너무 갖고싶은데 ㅎ ㅏ성능차이 너무 심하고... 배터리 발열 심하고...,THE EDIT
1130,  여민,최고!,THE EDIT
1131,  하와수,갤럭시 s8+ 에서 아이폰 se3로 바꾸는건 어떻게 생각하시나요...?,THE EDIT
1132,  blackwhite,전 오로지 터치아이디 때문에 샀고 하루뿐이지만 만족중입니다 ㅋㅋㅋ,THE EDIT
1133,  내이름은,깻잎통으로만 나왔어도 대박쳣다 ㄹㅇㅋㅋ,THE EDIT
1134,  NAME NO,제가 나와서 놀랐네요ㅋㅋ 답변 감사합니다ㅎㅎ,THE EDIT
1135,  성이름,10:49 그냥 배터리 200mah 늘어난거에요,THE EDIT
1136,  빛나는 샤이니,오 뭔가 3세대는 뭔가 제 생각이지만 옛날에 원더걸스 분들이 광고하셨던 프리스타일 폰 이랑 디자인이 비슷한것 같아요,THE EDIT
1137,  칠일곱,솔직히 사파리창 보고있으면 답답하기 그지없음,THE EDIT
1138,  ruchsux,"작은 폰 좋아함+홈버튼 좋아함+기계같은거 몰라서 유투버들이 말하는 성능 내가 쓸 일 거의 없음+쓰던 폰 기종이 아이폰7 인 사람인데 이번에 se 3세대로 바꿨는데 너무 좋아요 너무너무너무너무 좋아요 저같이 구형 기기 쓰면서 작은 폰, 홈버튼 좋아하시는 분들이 쓰기에 딱 좋아요 전 너무 만족하면서 쓰고 있어요",THE EDIT
1139,  김주영,개인적으로 홈버튼 디자인 안사라졌으면 좋겠는데 안좋아하시는분들이 많으신가 보네요...,THE EDIT
1140,  ㅎ ㅎ,아이폰 11 프로와 비교해서는 어떤가요??,THE EDIT
1141,  좆두TV,반응들 보니 옛날 엘지폰 생각나네.. 좋다 좋다 하지만 정작 사는 사람은 없었던,THE EDIT
1142,  빠울,ㅋㅋㅋㅋㅋㅋ 재미난 고민들이네요 ㅋㅋ,THE EDIT
1143,  GunSook,이번 영상도 아주 잘 봤습니다.5:55 제 머리와 다르게 숱이 많은 것 같아서 부럽네요.,THE EDIT
1144,  이터,갤래기보다는 낫지요 느려지지도 않아요~ S22+흑우 왔다갑니다....,THE EDIT
1145,  로러,15:40 대가리를 잘 굴리는 애플,THE EDIT
1146,  고양이 델 TV,저 배젤 보면 LCD 쓰다 CTR 모니터 쓰는 기분이므로 디스플레이좀 위로 확장 해줘요.. 스피커랑 전면 카메라에 저런 공간을 할당할 필요는 없잖아 애플! 5.5도 다시 출시하고,THE EDIT
1147,  sh,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대가리를 잘 굴리는 게 보다 빵터짐,THE EDIT
1148,  신맨정,"결론 16:45 ""너 이미 사고 싶은거 정해놨자나 ㅋㅋㅋ""",THE EDIT
1149,  Jiwon Jeong,갤럭시는 칩셋에서 딸리는스펙을 카메라와 패널로 커버를 치는 제품으로 승부 했구나...결론은 게이머는 아이폰이므로 삼성에서는 그외 고민하는 쩌리들을 타겟층으로 했나보네요...,THE EDIT
1150,  잔스타,17:12 어디로 드려야하죠 ㅋㅋㅋ,THE EDIT
1151,  우쭈쭈쭈,SE2세대 사용자입니다....그래 결심했어요 좀 더 기다렸다 14로 갈아탈게요 고마워여 언니!,THE EDIT
1152,  김수민,노트10+에서 넘어가는건 어떤가요?,THE EDIT
1153,  BEK,배경화면 학종이 갬성까지 느끼게 해주는 팀쿡,THE EDIT
